symbol,time,actual,predict,model_01,sma_10,ema_5,isma_10
sens,2021-03-23,3.0,2.71,2.694770744332229,3.107999999999996,3.0710328710366896,3.241500000000009
sens,2021-03-24,2.71,2.88,3.033753338684714,3.0719999999999965,2.9506885806911267,3.153300000000009
sens,2021-03-25,2.88,2.75,2.808209430112993,3.0279999999999965,2.9271257204607513,3.0443500000000094
sens,2021-03-26,2.75,2.5,2.4917020806393615,2.985999999999996,2.868083813640501,2.9429500000000095
sens,2021-03-29,2.5,2.71,2.761594631725468,2.9199999999999964,2.7453892090936676,2.7868000000000093
sens,2021-03-30,2.71,2.64,2.6036586584364785,2.9019999999999966,2.733592806062445,2.7473500000000093
sens,2021-03-31,2.64,2.58,2.543421805990278,2.8529999999999966,2.7023952040416304,2.6368500000000097
sens,2021-04-01,2.58,2.55,2.499588645997093,2.812999999999996,2.6615968026944206,2.55920000000001
sens,2021-04-05,2.55,2.6,2.5713477090901318,2.739999999999996,2.624397868462947,2.42200000000001
sens,2021-04-06,2.6,2.54,2.5039241001179837,2.6919999999999966,2.616265245641965,2.3629000000000095
sens,2021-04-07,2.54,2.61,2.6266762830578902,2.6459999999999964,2.5908434970946432,2.31720000000001
sens,2021-04-08,2.61,2.34,2.4079958103243673,2.6359999999999966,2.5972289980630956,2.35760000000001
sens,2021-04-09,2.34,2.16,2.3158234368452955,2.5819999999999963,2.5114859987087303,2.28950000000001
sens,2021-04-12,2.16,2.12,2.169832887896023,2.5229999999999966,2.3943239991391536,2.21145000000001
sens,2021-04-13,2.12,2.12,2.139246906036978,2.4849999999999968,2.3028826660927693,2.18170000000001
sens,2021-04-14,2.12,1.98,2.0513170249344954,2.4259999999999966,2.24192177739518,2.10560000000001
sens,2021-04-15,1.98,1.89,1.9592429102433442,2.3599999999999968,2.154614518263453,2.0145500000000096
sens,2021-04-16,1.89,1.85,1.8905195866847706,2.290999999999997,2.066409678842302,1.9203500000000098
sens,2021-04-19,1.85,1.77,1.8077367294530078,2.220999999999997,1.9942731192282015,1.82320000000001
sens,2021-04-20,1.77,2.08,2.2146654496709077,2.137999999999997,1.919515412818801,1.6988000000000099
sens,2021-04-21,2.08,1.95,1.993878436236532,2.0919999999999965,1.9730102752125342,1.6669000000000096
sens,2021-04-22,1.95,2.0,2.0008933342292776,2.0259999999999967,1.9653401834750228,1.5934000000000097
sens,2021-04-23,2.0,2.21,2.2537047988144683,1.9919999999999967,1.9768934556500155,1.5969000000000095
sens,2021-04-26,2.21,2.1,2.110565256103971,1.9969999999999968,2.0545956371000105,1.6883000000000095
sens,2021-04-27,2.1,2.28,2.303454588805686,1.9949999999999968,2.0697304247333403,1.7568000000000095
sens,2021-04-28,2.28,2.12,2.1106488196252124,2.0109999999999966,2.13982028315556,1.8590500000000094
sens,2021-04-29,2.12,2.12,2.1027069149928006,2.024999999999997,2.133213522103707,1.9443000000000097
sens,2021-04-30,2.12,2.03,2.0252210640274977,2.047999999999997,2.128809014735805,2.03825000000001
sens,2021-05-03,2.03,1.95,1.970093612677535,2.0659999999999967,2.0958726764905364,2.1065000000000103
sens,2021-05-04,1.95,1.97,1.9382116277857957,2.083999999999997,2.047248450993691,2.1596000000000104
sens,2021-05-05,1.97,1.91,1.9313086549232035,2.072999999999997,2.0214989673291273,2.13495000000001
sens,2021-05-06,1.91,1.89,1.8718672470208662,2.068999999999997,1.9843326448860847,2.1185000000000103
sens,2021-05-07,1.89,1.8,1.801218687106826,2.057999999999997,1.9528884299240565,2.0811000000000104
sens,2021-05-10,1.8,1.86,1.9226698520576384,2.016999999999997,1.9019256199493713,1.9756000000000102
sens,2021-05-11,1.86,1.82,1.809787168657268,1.9929999999999968,1.8879504132995808,1.9159000000000106
sens,2021-05-12,1.82,1.71,1.7409761369271788,1.9469999999999967,1.865300275533054,1.8105000000000104
sens,2021-05-13,1.71,1.92,1.9501080770043289,1.9059999999999966,1.8135335170220364,1.72585000000001
sens,2021-05-14,1.92,1.96,1.9615824835836573,1.8859999999999968,1.8490223446813576,1.70015000000001
sens,2021-05-17,1.96,2.14,2.1429528457223808,1.8789999999999967,1.8860148964542385,1.7107000000000099
